playerID,Years_Batted,totGB,totRB,totHB,tot2B,tot3B,totHRB,totSOB,Years_Pitched,totGP,totRP,totHP,totW,totL,totHRP,totSOP,totIPOuts,totER,totBB,Years_Fielded,totGF,totA,totPO,totE,totDP,totPB,totCS,totInnOuts,totSB,debut,finalGame,deathYear,inducted
bridgto01,16,431,84,183,27,8,0,279,16,431,1343,2727,198,139,183,1701,8617,1140,1201,16,431,477,145,24,24,0,2,138,1,1930-08-13,1946-07-20,1968,0
brutobi01,12,1617,939,1658,241,102,95,798,0,0,0,0,0,0,0,0,0,0,0,12,1568,105,3917,78,32,0,0,35599,0,1953-04-13,1964-10-02,1995,0
willsma01,14,1963,1073,2153,180,71,20,696,0,0,0,0,0,0,0,0,0,0,0,14,1939,5584,2826,333,940,0,0,49388,0,1959-06-06,1972-10-04,,0
gladdfr01,13,450,1,1,0,0,0,40,13,450,237,566,48,34,38,394,1803,209,223,13,450,87,33,9,2,0,0,1802,0,1961-07-01,1973-06-02,2015,0
smithre06,17,2019,1140,2045,366,58,320,1050,0,0,0,0,0,0,0,0,0,0,0,17,1903,306,5238,126,165,0,0,48240,0,1966-09-18,1982-10-03,,0
renteed01,16,2218,1237,2388,448,29,143,1221,0,0,0,0,0,0,0,0,0,0,0,16,2185,5865,3084,281,1252,0,0,55769,0,1996-05-10,2011-09-28,,0
vaughar01,14,1820,1173,2104,357,128,96,276,0,0,0,0,0,0,0,0,0,0,0,14,1743,5119,3308,417,875,0,0,0,0,1932-04-17,1948-09-22,1952,1
kremera01,10,313,58,124,31,2,5,219,10,312,962,2130,145,87,125,526,5942,825,490,10,312,335,39,11,12,0,1,78,1,1924-04-18,1933-07-01,1965,0
rolfere01,10,1203,959,1427,261,68,69,344,0,0,0,0,0,0,0,0,0,0,0,10,1176,2313,1366,174,219,0,0,753,0,1931-06-29,1942-09-27,1969,0
breweji01,17,589,2,21,2,0,0,52,17,587,402,901,69,65,92,813,3132,356,360,17,587,150,30,10,10,0,0,3131,1,1960-07-17,1976-05-24,1987,0
allendi01,15,1752,1100,1850,320,79,351,1558,0,0,0,0,0,0,0,0,0,0,0,15,1725,1711,7686,246,757,0,0,43739,0,1963-09-03,1977-06-19,,0
tolanbo01,13,1309,586,1142,176,35,88,600,0,0,0,0,0,0,0,0,0,0,0,13,1157,101,2949,60,79,0,0,27867,0,1965-09-03,1979-09-19,,0
forscbo01,16,521,78,192,45,8,12,249,16,510,1346,2819,171,140,221,1152,8496,1193,844,16,510,409,237,19,36,0,0,8496,0,1974-07-07,1989-09-25,2011,0
houghch01,25,866,7,33,4,0,1,53,25,866,1817,3303,216,216,385,2382,11460,1592,1668,25,866,580,237,23,38,0,0,11460,0,1970-08-12,1994-07-26,,0
whitalo01,19,2403,1399,2379,422,65,245,1109,0,0,0,0,0,0,0,0,0,0,0,19,2321,6691,4803,189,1530,0,0,57549,0,1977-09-09,1995-10-01,,0
foxxji01,20,2335,1762,2668,461,126,538,1321,2,10,4,13,1,0,0,11,71,4,14,20,2218,1568,17956,193,1561,9,0,474,0,1925-05-01,1945-09-23,1967,1
hafeych01,13,1306,782,1484,348,67,164,496,0,0,0,0,0,0,0,0,0,0,0,13,1218,107,2572,82,23,0,0,603,0,1924-08-28,1937-09-30,1973,1
kalinal01,22,2846,1631,3023,500,75,402,1029,0,0,0,0,0,0,0,0,0,0,0,21,2637,235,5970,83,126,0,0,65805,0,1953-06-25,1974-10-02,,1
riceji01,16,2107,1263,2468,375,80,384,1444,0,0,0,0,0,0,0,0,0,0,0,15,1557,139,3132,66,20,0,0,40994,0,1974-08-19,1989-08-03,,1
perduhu01,5,161,20,42,1,1,0,75,5,161,503,1037,51,64,43,317,2755,393,199,5,161,175,22,15,5,0,0,0,0,1911-04-19,1915-09-30,1968,0
huggimi01,13,1586,948,1474,146,50,9,312,0,0,0,0,0,0,0,0,0,0,0,13,1545,4725,3450,380,597,0,0,0,0,1904-04-15,1916-09-13,1929,0
allenbe01,12,1139,357,815,140,21,73,424,0,0,0,0,0,0,0,0,0,0,0,12,1023,2347,2031,100,558,0,0,24076,0,1962-04-10,1973-09-19,,0
dobsopa01,11,420,13,39,4,0,0,104,11,420,944,2061,122,129,199,1307,6395,838,670,11,420,292,143,19,14,0,1,6395,5,1967-05-31,1977-09-19,2006,0
fergujo01,14,1026,413,726,123,11,123,616,0,0,0,0,0,0,0,0,0,0,0,14,987,385,4288,72,60,85,236,23151,452,1970-09-12,1983-06-17,,0
zachrpa01,10,297,9,36,0,0,0,128,10,297,534,1163,71,67,90,680,3579,466,505,10,297,181,62,14,19,0,0,3579,0,1976-04-11,1985-05-29,,0
kileda01,12,371,38,89,23,0,2,303,12,364,1115,2157,134,122,216,1686,6586,1008,932,12,364,293,137,27,22,0,0,6586,0,1991-04-08,2002-06-18,2002,0
joynewa01,16,2055,980,2073,412,26,206,833,0,0,0,0,0,0,0,0,0,0,0,16,1932,1480,16202,100,1625,0,0,48582,0,1986-04-08,2001-06-14,,0
womacto01,13,1343,758,1386,196,61,36,674,0,0,0,0,0,0,0,0,0,0,0,13,1290,2873,2086,140,588,0,0,31747,0,1993-09-10,2006-06-24,,0
mcinnst01,19,2148,877,2418,314,101,20,197,0,0,0,0,0,0,0,0,0,0,0,19,2102,1415,20316,194,1339,0,0,490,0,1909-04-12,1927-08-01,1960,0
lopezal01,19,1950,613,1547,206,43,51,538,0,0,0,0,0,0,0,0,0,0,0,19,1925,1126,6654,123,140,66,0,0,0,1928-09-27,1947-09-16,2005,0
coopemo01,11,303,51,128,16,0,6,124,11,301,720,1703,130,78,88,948,5657,622,583,11,301,278,50,16,20,0,0,135,0,1938-09-14,1949-05-07,1958,0
kammwi01,13,1693,802,1643,348,85,29,405,0,0,0,0,0,0,0,0,0,0,0,13,1674,3345,2151,185,299,0,0,0,0,1923-04-18,1935-05-22,1988,0
bartobo01,10,393,54,237,31,3,9,168,0,0,0,0,0,0,0,0,0,0,0,10,380,185,1986,28,30,9,123,8449,175,1965-09-17,1974-07-30,,0
dierkla01,14,357,38,107,14,0,4,272,14,356,948,2130,139,123,184,1493,7001,857,711,14,356,287,152,23,16,0,0,7000,0,1964-09-22,1977-10-01,,0
sanguma01,13,1477,574,1529,208,57,66,336,0,0,0,0,0,0,0,0,0,0,0,13,1267,580,6795,110,116,94,315,32334,512,1967-07-23,1980-10-05,,0
morrija02,18,582,5,0,0,0,0,3,18,562,1854,3650,261,190,398,2542,11749,1696,1422,18,562,425,399,29,37,0,0,11749,0,1977-07-26,1994-08-07,,0
willima04,17,1917,1020,1925,347,35,384,1404,0,0,0,0,0,0,0,0,0,0,0,17,1932,3774,1561,197,401,0,0,48411,0,1987-04-11,2003-05-31,,0
bankser01,19,2528,1305,2583,407,90,512,1236,0,0,0,0,0,0,0,0,0,0,0,19,2476,4355,14206,261,1742,0,0,64280,0,1953-09-17,1971-09-26,2015,1
haddiha01,14,533,95,170,37,9,4,163,14,455,1014,2160,138,113,241,1581,6727,903,603,14,456,359,116,21,24,0,0,5842,0,1952-08-20,1965-08-28,1994,0
eisenji01,15,1442,496,1172,222,39,54,442,0,0,0,0,0,0,0,0,0,0,0,14,1150,58,2274,28,48,0,0,24619,0,1982-04-06,1998-09-26,,0
nenro01,10,663,0,1,0,0,0,5,10,663,273,627,46,42,51,813,2205,242,268,10,663,72,44,7,8,0,0,2205,0,1993-04-10,2002-09-28,,0
waltebu01,19,719,229,479,100,16,24,304,16,432,1355,3011,200,162,155,1119,9401,1148,1128,19,638,1142,364,63,120,0,0,87,0,1931-09-17,1950-07-23,1991,0
briggjo02,12,1366,601,1041,170,43,139,785,0,0,0,0,0,0,0,0,0,0,0,12,1213,184,3389,73,152,0,0,28943,0,1964-04-17,1975-09-28,,0
crowlte01,15,878,174,382,63,1,42,182,0,0,0,0,0,0,0,0,0,0,0,15,229,46,635,9,45,0,0,4285,0,1969-09-04,1983-10-02,,0
madlobi01,15,1823,928,2028,350,34,167,516,0,0,0,0,0,0,0,0,0,0,0,15,1700,3052,1704,223,318,0,0,42501,0,1973-09-07,1987-10-04,,0
chambch01,17,2205,924,2141,396,43,188,940,0,0,0,0,0,0,0,0,0,0,0,16,1992,1374,18014,132,1705,0,0,51669,0,1971-05-28,1988-05-08,,0
grossgr01,17,1827,452,1076,130,46,7,252,2,2,2,4,0,0,0,3,5,2,2,17,1293,108,1895,33,43,0,0,23060,0,1973-09-05,1989-09-27,,0
jacksmi02,17,1036,3,6,3,0,0,5,17,1036,508,1015,63,69,129,1031,3651,466,477,17,1036,172,59,9,15,0,0,3651,0,1986-08-11,2004-08-29,,0
loducpa01,11,1092,488,1123,224,8,80,298,0,0,0,0,0,0,0,0,0,0,0,11,1078,533,6936,76,114,51,267,26065,610,1998-06-21,2008-09-27,,0
booneaa01,12,1169,523,1026,217,17,128,722,0,0,0,0,0,0,0,0,0,0,0,12,1125,2062,1360,144,262,0,0,27512,0,1997-06-20,2009-10-04,,0
ruffire01,22,896,208,527,99,13,36,272,22,634,2149,4358,280,227,258,2048,13289,1858,1568,22,637,693,159,27,52,0,1,257,2,1924-05-31,1947-09-15,1986,1
piazzmi01,16,1944,1062,2156,352,8,433,1135,0,0,0,0,0,0,0,0,0,0,0,15,1729,778,11582,135,137,102,423,43000,1400,1992-09-01,2007-09-30,,1
fletcar01,13,1558,689,1552,241,77,32,359,0,0,0,0,0,0,0,0,0,0,0,13,1545,5323,2961,549,630,0,0,654,0,1909-04-15,1922-09-16,1950,0
brosisc01,11,1204,563,1049,208,9,149,745,0,0,0,0,0,0,0,0,0,0,0,11,1267,1915,1269,125,231,0,0,29841,0,1991-08-07,2001-10-06,,0
justida01,14,1722,984,1660,297,26,319,1078,0,0,0,0,0,0,0,0,0,0,0,14,1295,119,2855,68,56,0,0,32885,0,1989-05-24,2002-09-29,,0
baergca01,14,1645,737,1602,282,17,135,585,0,0,0,0,0,0,0,0,0,0,0,14,1381,3552,2669,171,830,0,0,33227,0,1990-04-14,2005-09-30,,0
marquru01,18,547,63,198,17,3,1,194,18,547,1471,3285,203,182,111,1628,10096,1150,873,18,547,714,63,40,27,0,3,176,4,1908-09-25,1925-09-18,1980,1
gordojo01,11,1595,926,1555,269,53,257,719,0,0,0,0,0,0,0,0,0,0,0,11,1580,4817,3896,268,1219,0,0,780,0,1938-04-18,1950-09-30,1978,1
earnsge01,9,327,62,162,29,4,3,136,9,327,1077,2020,131,96,144,1058,5934,944,826,9,327,386,73,30,17,0,0,188,6,1928-06-03,1936-09-26,1976,0
bergmo01,15,663,150,441,71,6,6,117,0,0,0,0,0,0,0,0,0,0,0,15,632,553,1858,67,90,33,0,0,0,1923-06-27,1939-09-01,1972,0
torrejo01,18,2209,996,2342,344,59,252,1094,0,0,0,0,0,0,0,0,0,0,0,17,2207,1731,11618,169,735,87,225,54338,322,1960-09-25,1977-06-17,,0
frymawo01,18,629,22,84,6,0,2,177,18,629,1147,2384,141,157,188,1596,7278,1020,894,18,629,393,97,6,25,0,1,7278,5,1966-04-15,1983-07-28,2011,0
hebneri01,18,1938,877,1721,280,57,207,758,0,0,0,0,0,0,0,0,0,0,0,17,1737,2593,4376,209,520,0,0,42146,0,1968-09-23,1985-10-03,,0
keyji01,15,485,0,0,0,0,0,2,15,484,1129,2589,191,120,259,1573,7981,1034,685,15,484,466,175,22,37,0,0,7981,0,1984-04-06,1998-09-20,,0
johnsch04,12,1207,475,957,214,4,169,1014,0,0,0,0,0,0,0,0,0,0,0,12,1179,578,7353,53,109,52,343,29660,530,1994-05-06,2005-06-11,,0
coopean99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
dykesji01,22,2300,1114,2273,457,90,109,855,1,2,1,2,0,0,0,0,6,1,1,22,2294,5161,4916,432,734,0,0,474,0,1918-05-06,1939-10-01,1976,0
dimagdo01,11,1406,1048,1687,311,57,87,573,0,0,0,0,0,0,0,0,0,0,0,10,1380,150,3879,89,33,0,0,180,0,1940-04-16,1953-05-09,2009,0
tayloto02,19,2199,1005,2009,300,86,75,1085,0,0,0,0,0,0,0,0,0,0,0,19,2035,4705,4246,219,1074,0,0,49483,0,1958-04-15,1976-09-29,,0
krukomi01,14,372,44,139,22,0,5,194,14,370,1071,2197,125,117,196,1481,6598,951,768,14,370,286,148,23,28,0,0,6599,0,1976-09-06,1989-06-04,,0
sierrru01,20,2217,1093,2176,433,62,311,1262,0,0,0,0,0,0,0,0,0,0,0,18,1632,108,2962,94,23,0,0,41103,0,1986-06-01,2006-07-09,,0
wellsda01,21,687,8,25,2,0,0,60,21,687,1751,3751,249,162,419,2284,10692,1622,744,21,687,463,153,31,25,0,0,10692,0,1987-06-30,2007-09-28,,0
wagnebi02,16,868,1,2,0,0,0,12,16,867,275,622,48,41,85,1209,2744,245,302,16,867,88,33,5,2,0,0,2744,0,1995-09-13,2010-10-03,,0
heilmha01,17,2148,1291,2660,542,151,183,550,0,0,0,0,0,0,0,0,0,0,0,17,2059,503,7199,199,253,0,0,0,0,1914-05-16,1932-05-31,1951,1
bellco99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
kinerra01,10,1472,971,1451,216,39,369,749,0,0,0,0,0,0,0,0,0,0,0,10,1440,109,3431,91,73,0,0,5928,0,1946-04-16,1955-09-25,2014,1
hermaba01,13,1552,882,1818,399,110,181,553,0,0,0,0,0,0,0,0,0,0,0,13,1421,248,4376,137,159,0,0,0,0,1926-04-14,1945-09-16,1987,0
crosefr01,17,1712,1022,1561,265,66,99,819,0,0,0,0,0,0,0,0,0,0,0,17,1687,4782,3262,431,981,0,0,780,0,1932-04-12,1948-10-03,2002,0
nichobi01,16,1684,838,1490,273,61,235,833,0,0,0,0,0,0,0,0,0,0,0,16,1478,118,2963,68,20,0,0,195,0,1936-06-13,1953-09-19,1996,0
podrejo01,15,469,63,150,20,1,2,109,15,446,1040,2268,152,117,245,1453,6910,934,756,15,446,319,80,19,25,0,0,6565,0,1953-04-17,1969-06-21,2008,0
schaapa01,11,1128,436,869,132,26,57,466,0,0,0,0,0,0,0,0,0,0,0,11,1095,2112,775,173,165,0,0,26842,0,1964-09-03,1974-07-19,,0
scottmi03,13,350,33,81,14,0,2,284,13,349,909,1866,126,108,173,1488,6260,814,628,13,349,303,158,24,12,0,0,6260,0,1979-04-18,1991-04-13,,0
mcgwima01,16,1916,1180,1654,254,6,588,1629,0,0,0,0,0,0,0,0,0,0,0,16,1826,1085,14755,116,1435,0,0,46227,0,1986-08-22,2001-10-07,,0
deandi01,12,331,79,166,25,4,8,107,12,322,786,1947,152,85,99,1182,6005,672,459,12,322,287,78,15,15,0,1,103,1,1930-09-28,1947-09-28,1974,1
sweenbi02,8,1039,442,1004,153,40,11,153,0,0,0,0,0,0,0,0,0,0,0,8,1031,2791,2357,349,341,0,0,0,0,1907-06-14,1914-10-05,1948,0
ringji01,12,393,59,120,23,1,4,290,12,391,1327,2552,119,150,104,839,7105,1080,959,12,391,662,79,25,30,0,0,42,3,1917-04-13,1928-09-26,1965,0
kressre01,14,1391,691,1454,298,58,89,453,2,4,14,13,0,0,1,6,28,13,6,14,1354,2945,3987,343,748,0,0,0,0,1927-09-24,1946-07-17,1962,0
stanked01,11,1278,818,1167,187,35,29,378,0,0,0,0,0,0,0,0,0,0,0,11,1228,3369,3158,177,839,0,0,483,0,1943-04-21,1953-07-25,1999,0
walkedi02,18,1917,1041,2074,379,96,106,327,0,0,0,0,0,0,0,0,0,0,0,18,1751,158,3502,106,35,0,0,312,0,1931-04-28,1949-09-22,1982,0
mcbriba01,11,1093,556,1174,169,55,66,472,0,0,0,0,0,0,0,0,0,0,0,11,985,64,2200,26,14,0,0,24080,0,1973-07-26,1983-10-01,,0
steinte01,14,1571,644,1478,274,22,164,956,0,0,0,0,0,0,0,0,0,0,0,14,1503,664,7965,100,111,86,436,36279,765,1986-09-12,1999-10-01,,0
guilloz01,16,2011,778,1776,276,69,28,515,0,0,0,0,0,0,0,0,0,0,0,16,1940,5398,2952,223,1104,0,0,48119,0,1985-04-09,2000-10-01,,0
gracema01,16,2270,1184,2472,516,46,175,650,1,1,1,1,0,0,1,0,3,1,0,16,2188,1676,18712,111,1545,0,0,56392,0,1988-05-02,2003-09-28,,0
applilu01,20,2422,1319,2749,440,102,45,528,0,0,0,0,0,0,0,0,0,0,0,20,2359,7543,4674,672,1475,0,0,0,0,1930-09-10,1950-10-01,1991,1
combsea01,12,1471,1203,1887,312,154,59,285,0,0,0,0,0,0,0,0,0,0,0,12,1402,69,3492,95,23,0,0,405,0,1924-04-16,1935-09-29,1976,1
kellejo01,17,1853,1421,2220,358,194,65,163,0,0,0,0,0,0,0,0,0,0,0,17,1844,601,5562,226,201,0,0,0,0,1891-07-27,1908-10-03,1943,1
davisge01,20,2374,1543,2665,454,163,73,182,1,3,8,8,0,1,0,4,12,7,3,20,2362,6432,5226,804,738,0,0,81,0,1890-04-19,1909-08-15,1940,1
vandejo01,13,383,58,104,12,2,1,201,13,347,915,1801,119,121,100,1296,6323,805,1135,13,347,404,82,29,30,0,0,9,0,1937-04-22,1951-05-07,1997,0
petrori01,13,1570,660,1366,239,22,213,943,0,0,0,0,0,0,0,0,0,0,0,13,1525,3788,1908,178,592,0,0,39208,0,1963-09-21,1976-09-14,,0
staubru01,23,2962,1194,2730,501,47,296,892,0,0,0,0,0,0,0,0,0,0,0,21,2111,402,6587,140,306,0,0,54490,0,1963-04-09,1985-10-06,,0
randowi01,18,2249,1258,2246,322,66,58,690,0,0,0,0,0,0,0,0,0,0,0,18,2199,6449,4960,237,1572,0,0,57205,0,1975-07-29,1992-10-04,,0
smithle02,18,1027,2,3,0,0,1,42,18,1026,480,1142,71,94,90,1258,3884,439,487,18,1026,111,53,4,9,0,0,3884,0,1980-09-01,1997-07-02,,0
seguida01,15,1456,683,1412,284,16,139,687,0,0,0,0,0,0,0,0,0,0,0,15,1220,771,8618,47,854,0,0,28700,0,1990-05-08,2004-09-08,,0
stairma01,19,1912,771,1369,295,13,266,1128,0,0,0,0,0,0,0,0,0,0,0,19,1073,215,3164,40,199,0,0,23784,0,1992-05-29,2011-07-22,,0
dimagjo01,13,1787,1417,2268,395,131,369,392,0,0,0,0,0,0,0,0,0,0,0,13,1773,153,4679,106,30,0,0,1370,0,1936-05-03,1951-09-30,1999,1
crawfsa01,19,2534,1398,2978,463,309,98,110,0,0,0,0,0,0,0,0,0,0,0,19,2468,362,5141,178,118,0,0,453,0,1899-09-10,1917-09-16,1968,1
jackstr01,15,1675,840,1778,292,86,135,575,0,0,0,0,0,0,0,0,0,0,0,15,1653,5223,3187,430,863,0,0,494,0,1922-09-27,1936-09-24,1987,1
zimmech01,19,1286,619,1230,223,77,26,326,0,0,0,0,0,0,0,0,0,0,0,19,1273,1594,5121,340,145,355,0,0,0,1884-07-18,1903-09-27,1949,0
hortowi01,18,2040,879,2001,285,41,326,1322,0,0,0,0,0,0,0,0,0,0,0,14,1201,61,1932,59,8,0,0,29973,0,1963-09-10,1980-10-05,,0
cardejo02,18,2023,936,1916,333,46,138,811,0,0,0,0,0,0,0,0,0,0,0,18,1852,164,3993,95,71,0,0,45694,0,1963-04-14,1980-10-03,,0
pinielo01,18,1791,666,1748,312,41,105,551,0,0,0,0,0,0,0,0,0,0,0,17,1434,109,2610,53,17,0,0,35278,0,1964-09-04,1984-06-16,,0
stearjo01,11,810,334,696,152,10,46,294,0,0,0,0,0,0,0,0,0,0,0,10,783,520,4059,75,103,31,295,19413,500,1974-09-22,1984-09-30,,0
nettlgr01,22,2753,1210,2266,333,29,395,1230,0,0,0,0,0,0,0,0,0,0,0,21,2556,5415,2155,301,494,0,0,64890,0,1967-09-06,1988-10-01,,0
simmote01,21,2473,1080,2483,484,47,251,703,0,0,0,0,0,0,0,0,0,0,0,21,2052,1099,10631,171,248,182,611,51924,1188,1968-09-21,1988-10-02,,0
strawda01,17,1623,918,1433,260,38,344,1390,0,0,0,0,0,0,0,0,0,0,0,16,1413,76,2570,62,24,0,0,36136,0,1983-05-06,1999-10-03,,0
cirilje01,14,1621,800,1600,343,21,112,694,1,1,0,0,0,0,0,1,3,0,2,14,1517,2704,1372,126,329,0,0,35840,0,1994-05-11,2007-09-30,,0
williwo02,15,451,54,107,27,1,4,184,15,432,1122,2259,135,119,315,1511,6773,1057,724,15,432,255,164,18,23,0,0,6773,0,1993-05-14,2007-09-22,,0
galvipu01,15,731,278,552,87,31,5,631,15,705,3355,6405,364,310,122,1806,18010,1910,745,15,764,1419,378,181,44,0,0,0,0,1875-05-22,1892-08-02,1902,1
fordwh01,16,522,95,181,19,0,3,238,16,520,1158,2898,246,114,236,2050,9949,1011,1120,16,520,650,184,34,50,0,2,8992,2,1950-07-01,1967-05-21,,1
stargwi01,21,2396,1213,2269,433,55,482,1970,0,0,0,0,0,0,0,0,0,0,0,21,2181,494,9449,153,728,0,0,54805,0,1962-09-16,1982-10-03,2001,1
camildo01,12,1495,937,1485,262,86,239,967,0,0,0,0,0,0,0,0,0,0,0,12,1481,962,13769,141,1193,0,0,132,0,1933-09-09,1945-09-23,1997,0
richabo01,12,1448,659,1472,202,39,35,250,0,0,0,0,0,0,0,0,0,0,0,12,1433,3637,3235,155,999,0,0,36372,0,1955-08-05,1966-10-02,,0
rayji01,9,309,4,16,0,0,0,43,9,308,271,541,43,30,52,407,1853,247,271,9,308,70,26,2,1,0,0,1854,0,1965-09-16,1974-09-30,2005,0
rosepe01,24,3629,2195,4342,759,137,165,1165,0,0,0,0,0,0,0,0,0,0,0,24,3594,3396,12647,215,1099,0,0,92087,0,1963-04-08,1986-08-17,,0
krukjo01,10,1212,590,1184,202,35,101,713,0,0,0,0,0,0,0,0,0,0,0,10,1121,406,6107,42,421,0,0,26517,0,1986-04-07,1995-07-30,,0
mcgeewi01,18,2255,1037,2307,358,97,83,1281,0,0,0,0,0,0,0,0,0,0,0,18,2042,137,4420,112,29,0,0,49058,0,1982-05-10,1999-10-03,,0
mizejo01,15,1902,1123,2023,369,83,362,527,0,0,0,0,0,0,0,0,0,0,0,15,1685,1039,14927,133,1330,0,0,213,0,1936-04-16,1953-09-26,1993,1
lazzeto01,14,1772,1002,1868,337,116,182,883,0,0,0,0,0,0,0,0,0,0,0,14,1742,5031,3745,319,883,0,0,777,0,1926-04-13,1939-06-07,1946,1
burnsge01,15,1872,1195,2096,368,109,41,581,0,0,0,0,0,0,0,0,0,0,0,15,1864,198,3952,129,42,0,0,501,0,1911-10-03,1925-09-04,1966,0
scottev01,13,1681,555,1469,208,59,20,288,0,0,0,0,0,0,0,0,0,0,0,13,1674,5157,3403,309,727,0,0,717,0,1914-04-14,1926-07-27,1960,0
whitebu01,9,936,417,888,102,31,17,141,0,0,0,0,0,0,0,0,0,0,0,9,899,2593,2041,139,496,0,0,285,0,1933-04-30,1946-09-29,1993,0
zachato01,19,550,79,254,28,12,6,265,19,537,1561,3605,189,191,119,730,9464,1304,919,19,537,781,84,29,27,0,0,85,0,1918-07-11,1936-05-28,1969,0
hemusso01,11,961,459,736,137,41,51,248,0,0,0,0,0,0,0,0,0,0,0,11,763,1951,1240,114,404,0,0,6313,0,1949-04-27,1959-06-14,,0
garneph01,16,1881,790,1615,304,83,110,849,0,0,0,0,0,0,0,0,0,0,0,16,1878,4409,2786,263,765,0,0,45202,0,1973-09-10,1988-10-02,,0
bedrost01,14,745,3,15,0,0,0,58,14,745,503,1039,76,79,114,931,3608,452,525,14,745,123,64,10,11,0,0,3608,0,1981-08-14,1995-08-09,,0
boonebr01,14,1811,941,1809,373,28,255,1327,0,0,0,0,0,0,0,0,0,0,0,14,1801,4676,3500,118,1102,0,0,46524,0,1992-08-19,2005-07-30,,0
wadderu01,13,410,61,172,29,10,4,0,13,407,1063,2460,193,143,37,2316,8884,711,803,13,408,740,176,91,17,0,0,0,0,1897-09-08,1910-08-01,1914,1
wynnea01,23,800,136,367,61,5,17,333,23,695,2049,4314,301,246,340,2349,13752,1807,1781,23,695,674,195,29,47,0,0,6382,2,1939-09-13,1963-09-13,1999,1
robinfr02,21,2843,1854,2973,533,73,596,1564,0,0,0,0,0,0,0,0,0,0,0,20,2485,333,6400,107,263,0,0,63742,0,1956-04-17,1976-09-18,,1
glassja01,17,1736,1163,2040,313,98,27,212,4,5,11,12,0,0,0,3,21,5,7,17,1740,5949,3163,895,656,0,0,0,0,1879-05-01,1895-07-13,1947,0
raymobu01,6,136,12,42,4,3,0,20,6,136,360,724,45,57,15,401,2564,236,282,6,136,279,37,20,8,0,0,0,0,1904-09-23,1911-06-16,1912,0
hardeme01,20,584,89,199,38,5,4,369,20,582,1714,3706,223,186,161,1160,10279,1447,1118,20,582,734,209,45,38,0,0,0,0,1928-04-24,1947-09-07,2002,0
ofarrbo01,21,1502,519,1127,202,58,51,410,0,0,0,0,0,0,0,0,0,0,0,21,1346,988,4330,130,101,54,3,192,1,1915-09-05,1935-09-23,1988,0
facero01,16,857,9,31,3,0,0,49,16,852,597,1356,104,95,143,881,4156,537,364,16,852,214,104,14,15,0,0,3804,0,1953-04-16,1969-08-15,,0
brownto05,12,327,42,95,14,1,2,201,12,305,920,1946,125,91,239,1007,5814,848,519,12,305,246,79,20,21,0,0,5814,0,1984-09-09,1995-05-19,,0
rijojo01,14,381,25,86,13,0,2,102,14,380,779,1729,119,91,149,1635,5723,683,675,14,380,250,144,14,12,0,0,5723,0,1984-04-05,2002-09-28,,0
dunstsh01,18,1841,742,1611,293,62,151,1007,0,0,0,0,0,0,0,0,0,0,0,18,1669,3822,2740,216,730,0,0,38896,0,1985-04-09,2002-09-29,,0
santibe01,20,2006,762,1855,325,41,220,1291,0,0,0,0,0,0,0,0,0,0,0,20,1971,975,11111,154,144,159,529,48924,998,1986-09-14,2005-04-11,,0
ricesa01,20,2419,1521,3006,498,184,34,278,2,9,18,31,1,1,0,12,118,11,19,20,2295,295,4803,186,69,0,0,381,0,1915-08-07,1934-09-18,1974,1
leachto01,19,2171,1366,2161,270,176,63,283,0,0,0,0,0,0,0,0,0,0,0,19,2128,2479,4033,463,168,0,0,393,0,1898-09-28,1918-09-02,1969,0
schanwa01,19,1874,777,1533,268,92,60,593,0,0,0,0,0,0,0,0,0,0,0,19,1695,1594,5743,274,166,135,21,771,21,1913-05-09,1931-06-22,1965,0
cuccito01,15,1704,730,1729,334,46,94,497,0,0,0,0,0,0,0,0,0,0,0,15,1678,4737,3292,264,899,0,0,0,0,1930-04-15,1945-09-25,1995,0
sewelri01,13,423,81,152,22,3,6,154,13,390,983,2101,143,97,116,636,6358,819,748,13,390,445,142,28,27,0,0,0,0,1932-06-14,1949-09-19,1989,0
selmadi01,10,324,13,35,5,2,0,76,10,307,375,734,42,54,69,681,2520,338,381,10,310,157,52,7,9,0,0,2525,0,1965-09-02,1974-08-09,2001,0
garvest01,19,2387,1175,2674,448,46,283,1035,0,0,0,0,0,0,0,0,0,0,0,18,2316,1473,19489,132,1576,0,0,59860,0,1969-09-01,1987-05-23,,0
willite01,19,2299,1800,2659,525,71,521,714,1,1,1,3,0,0,0,1,6,1,0,19,2159,144,4173,113,30,0,0,17245,0,1939-04-20,1960-09-28,2002,1
robinbr01,23,2935,1249,2892,490,68,273,999,0,0,0,0,0,0,0,0,0,0,0,23,2939,6322,2751,268,626,0,0,76305,0,1955-09-17,1977-08-13,,1
slaugen01,19,2407,1264,2406,416,149,172,546,0,0,0,0,0,0,0,0,0,0,0,19,2087,155,3969,83,36,0,0,7085,0,1938-04-19,1959-09-29,2002,1
newhoha01,17,496,71,201,22,2,2,151,17,492,1212,2700,209,151,137,1818,9041,1031,1254,17,492,617,137,23,40,0,1,209,1,1939-09-29,1955-05-03,1998,1
