playerID,Years_Batted,totGB,totRB,totHB,tot2B,tot3B,totHRB,totSOB,Years_Pitched,totGP,totRP,totHP,totW,totL,totHRP,totSOP,totIPOuts,totER,totBB,Years_Fielded,totGF,totA,totPO,totE,totDP,totPB,totCS,totInnOuts,totSB,debut,finalGame,deathYear,inducted
erstada01,14,1683,931,1737,325,33,127,956,0,0,0,0,0,0,0,0,0,0,0,14,1543,374,7121,34,456,0,0,37492,0,1996-06-14,2009-10-04,,0
lajoina01,21,2480,1504,3242,657,163,83,85,0,0,0,0,0,0,0,0,0,0,0,21,2441,6686,8520,518,1211,0,0,0,0,1896-08-12,1916-08-26,1959,1
jenkife01,19,665,54,148,27,6,13,326,19,664,1853,4142,284,226,484,3192,13502,1669,997,19,664,660,363,49,45,0,0,13502,0,1965-09-10,1983-09-26,,1
mcgrajo01,16,1099,1024,1309,121,70,13,74,0,0,0,0,0,0,0,0,0,0,0,16,1074,2288,1408,413,182,0,0,0,0,1891-08-26,1907-06-18,1934,0
kilroma01,10,330,163,236,24,17,1,46,10,303,1539,2445,141,133,53,1170,7307,939,754,10,342,610,184,97,13,0,0,0,0,1886-04-17,1898-08-17,1940,0
paskedo01,15,1727,870,1620,280,77,42,663,0,0,0,0,0,0,0,0,0,0,0,15,1671,257,3885,136,59,0,0,287,0,1907-09-21,1921-05-27,1959,0
howarfr01,16,1898,866,1777,246,35,383,1462,0,0,0,0,0,0,0,0,0,0,0,16,1772,277,4416,104,213,0,0,41873,0,1958-09-10,1973-09-30,,0
luzingr01,15,1844,890,1815,350,25,312,1520,0,0,0,0,0,0,0,0,0,0,0,12,1272,108,2141,58,26,0,0,31518,0,1970-09-09,1984-09-24,,0
keelewi01,19,2123,1719,2932,241,145,33,36,0,0,0,0,0,0,0,0,0,0,0,19,2104,363,3170,167,66,0,0,0,0,1892-09-30,1910-09-05,1923,1
maranra01,23,2678,1258,2613,381,177,28,758,0,0,0,0,0,0,0,0,0,0,0,23,2678,8983,6431,713,1499,0,0,216,0,1912-09-10,1935-09-29,1954,1
chaseha01,15,1919,980,2158,322,124,57,306,1,1,0,0,0,0,0,0,1,0,0,15,1902,1131,18346,423,945,0,0,0,0,1905-04-14,1919-09-25,1947,0
fosteed02,13,1500,732,1490,191,71,6,255,0,0,0,0,0,0,0,0,0,0,0,13,1455,3174,1845,348,316,0,0,0,0,1910-04-14,1923-08-05,1937,0
reynoal01,13,490,58,148,20,4,1,193,13,449,1051,2254,189,109,141,1485,7709,939,1293,13,449,358,115,34,25,0,6,704,4,1942-09-17,1954-09-25,1994,0
maysca01,15,510,114,293,32,21,5,118,15,498,1227,2959,210,130,73,879,9236,994,742,15,498,1163,174,44,56,0,3,172,4,1915-04-15,1929-09-24,1971,0
sistisi01,13,1018,401,732,121,19,27,440,0,0,0,0,0,0,0,0,0,0,0,12,935,1840,1600,172,305,0,0,3,0,1939-07-21,1954-06-06,2006,0
freehbi01,15,1784,708,1596,243,35,201,762,0,0,0,0,0,0,0,0,0,0,0,15,1750,822,11304,83,199,106,439,44674,757,1961-09-26,1976-10-03,,0
tiantlu01,19,579,38,86,14,1,5,150,19,578,1413,3104,232,172,348,2436,10563,1291,1115,19,578,394,221,35,31,0,0,10563,0,1964-07-19,1982-09-04,,0
clarkto02,15,1571,629,1193,235,11,251,1222,0,0,0,0,0,0,0,0,0,0,0,15,1223,716,9421,76,935,0,0,27969,0,1995-09-03,2009-07-12,,0
ausmubr01,18,2006,730,1605,275,34,83,1063,0,0,0,0,0,0,0,0,0,0,0,18,1995,978,13101,80,135,62,480,48454,894,1993-07-28,2010-10-03,,0
guillca01,14,1324,741,1352,271,52,126,816,0,0,0,0,0,0,0,0,0,0,0,14,1267,2917,2037,166,658,0,0,30937,0,1998-09-06,2011-09-18,,0
hermabi01,15,1940,1172,2361,489,83,48,437,0,0,0,0,0,0,0,0,0,0,0,15,1929,5882,5113,369,1216,0,0,437,0,1931-08-29,1947-08-01,1992,1
aparilu01,18,2611,1336,2689,396,92,83,745,0,0,0,0,0,0,0,0,0,0,0,18,2593,8040,4567,368,1557,0,0,67484,0,1956-04-17,1973-09-28,,1
benchjo01,17,2203,1118,2093,389,27,399,1307,0,0,0,0,0,0,0,0,0,0,0,17,2238,1227,10734,153,246,95,477,54366,611,1967-08-28,1983-09-29,,1
schoere01,19,2235,1231,2470,432,79,84,350,0,0,0,0,0,0,0,0,0,0,0,18,2064,5516,5086,194,1421,0,0,20403,0,1945-04-17,1963-07-07,,1
cepedor01,17,2146,1137,2369,422,27,382,1182,0,0,0,0,0,0,0,0,0,0,0,15,1940,1043,14996,179,1213,0,0,49849,0,1958-04-15,1974-09-19,,1
judgejo01,20,2185,1190,2366,435,159,72,482,0,0,0,0,0,0,0,0,0,0,0,20,2100,1307,19387,143,1516,0,0,381,0,1915-09-20,1934-05-12,1963,0
peitzhe01,16,1234,532,1117,191,66,16,76,3,4,18,22,0,1,0,3,48,13,7,16,1214,1484,4693,260,199,163,0,0,0,1892-10-15,1913-06-01,1943,0
wambsbi01,13,1498,713,1363,215,59,7,358,0,0,0,0,0,0,0,0,0,0,0,13,1444,4287,3441,375,688,0,0,180,0,1914-08-04,1926-09-27,1985,0
daviscu01,13,450,70,165,17,0,11,176,13,430,1036,2465,158,132,143,685,6991,887,482,13,430,616,147,21,39,0,0,16,0,1934-04-21,1946-04-28,1965,0
shortch02,15,506,29,88,5,2,0,198,15,501,991,2215,135,132,183,1629,6975,886,806,15,502,359,112,17,22,0,0,6975,0,1959-04-19,1973-09-18,1991,0
kaatji01,25,1013,117,234,44,5,16,373,25,907,2052,4650,284,240,396,2471,13665,1749,1091,25,907,747,267,56,65,0,1,13664,1,1959-08-02,1983-07-01,,0
parkeda01,19,2496,1283,2738,531,75,342,1561,0,0,0,0,0,0,0,0,0,0,0,18,1905,155,3995,146,49,0,0,49521,0,1973-07-12,1991-10-02,,0
phillto02,18,2174,1304,2033,363,50,161,1511,0,0,0,0,0,0,0,0,0,0,0,18,2308,3525,3588,236,658,0,0,50947,0,1982-05-10,1999-08-15,2016,0
kleskry01,16,1798,899,1603,346,33,288,1123,0,0,0,0,0,0,0,0,0,0,0,15,1688,493,6771,84,508,0,0,38777,0,1992-09-12,2007-09-25,,0
smoltjo01,21,777,80,163,27,2,5,384,21,764,1458,3246,228,159,305,3283,11046,1346,1077,21,764,452,334,30,30,0,0,11046,0,1988-07-23,2009-09-30,,1
bradlbi01,14,1461,754,1471,275,84,33,18,1,1,3,4,0,0,0,0,3,0,0,13,1447,3062,1985,355,197,0,0,0,0,1899-08-26,1915-09-28,1954,0
mackco01,11,723,391,659,79,28,5,127,0,0,0,0,0,0,0,0,0,0,0,11,728,916,3318,318,101,310,0,0,0,1886-09-11,1896-08-29,1956,0
moranpa01,14,821,198,618,102,24,18,36,0,0,0,0,0,0,0,0,0,0,0,13,767,1093,3604,135,84,97,0,0,0,1901-05-15,1914-06-05,1924,0
wittwh01,10,1150,634,1205,147,63,18,312,0,0,0,0,0,0,0,0,0,0,0,10,1069,1043,2281,184,140,0,0,273,0,1916-04-12,1926-08-19,1988,0
critzhu01,12,1483,834,1594,195,95,38,257,0,0,0,0,0,0,0,0,0,0,0,12,1460,5163,3467,234,964,0,0,141,0,1924-05-31,1935-09-27,1980,0
moseswa01,17,2016,1125,2143,435,110,89,459,0,0,0,0,0,0,0,0,0,0,0,17,1796,147,4005,113,35,0,0,80,0,1935-04-17,1951-09-30,1990,0
valoel01,20,1806,768,1420,228,73,58,284,0,0,0,0,0,0,0,0,0,0,0,20,1329,72,2769,67,9,0,0,6928,0,1940-09-22,1961-10-01,1998,0
gagliph01,12,709,150,336,50,7,14,185,0,0,0,0,0,0,0,0,0,0,0,12,397,570,697,40,106,0,0,8159,0,1963-04-16,1974-10-01,2016,0
hentgpa01,14,347,4,10,0,0,0,26,14,347,1089,2132,132,114,269,1301,6264,1009,785,14,347,238,132,14,22,0,0,6264,0,1991-09-03,2004-07-21,,0
wallabo01,25,2383,1057,2309,391,143,34,79,4,57,268,469,24,22,6,120,1206,173,156,25,2368,7465,4918,814,722,0,0,0,0,1894-09-15,1918-09-02,1960,1
lombaer01,17,1859,601,1796,278,27,190,263,0,0,0,0,0,0,0,0,0,0,0,17,1549,846,5720,144,107,152,0,118,0,1931-04-15,1947-09-17,1977,1
mackebi99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
johnsbo01,13,1863,1239,2051,396,95,288,851,0,0,0,0,0,0,0,0,0,0,0,13,1856,352,4416,163,102,0,0,0,0,1933-04-12,1945-09-23,1982,0
hutchfr01,11,355,71,171,23,3,4,30,10,243,682,1488,95,71,127,592,4395,607,389,10,244,310,112,13,24,0,0,3,0,1939-05-02,1953-09-27,1964,0
lockmwh01,15,1676,839,1666,224,49,115,387,0,0,0,0,0,0,0,0,0,0,0,14,1560,598,8505,126,700,0,0,14795,0,1945-07-05,1960-06-24,2009,0
bellbu01,18,2405,1151,2514,425,56,201,776,0,0,0,0,0,0,0,0,0,0,0,18,2373,5009,2196,262,448,0,0,61130,0,1972-04-15,1989-06-17,,0
trillma01,17,1797,605,1578,243,34,61,744,0,0,0,0,0,0,0,0,0,0,0,17,1745,4916,4021,171,1041,0,0,42034,0,1973-06-28,1989-05-20,,0
dykstle01,12,1310,829,1334,287,44,91,526,0,0,0,0,0,0,0,0,0,0,0,12,1253,59,3171,41,18,0,0,30498,0,1985-05-03,1996-05-18,,0
mcgrifr01,19,2510,1385,2547,452,25,503,1922,0,0,0,0,0,0,0,0,0,0,0,19,2289,1477,19427,171,1813,0,0,59541,0,1986-05-17,2004-07-15,,0
mendejo99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
mcdougi01,10,1389,720,1336,191,52,119,652,0,0,0,0,0,0,0,0,0,0,0,10,1447,3498,2429,158,834,0,0,23690,0,1951-04-20,1960-10-02,2010,0
hundlra01,14,1061,311,813,118,13,82,565,0,0,0,0,0,0,0,0,0,0,0,14,1026,493,5765,61,65,54,288,25462,396,1964-09-27,1977-09-25,,0
hraboal01,13,549,4,8,0,1,0,17,13,548,285,622,64,35,51,550,2175,250,315,13,548,58,20,8,4,0,0,2175,0,1970-06-16,1982-08-18,,0
saberbr01,16,413,14,23,4,0,0,53,16,409,1068,2506,169,121,229,1753,7850,980,482,16,409,420,206,26,26,0,0,7850,0,1984-04-04,2001-08-07,,0
leonabu99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
kellyge01,16,1648,830,1803,339,76,149,717,1,1,0,4,1,0,0,2,15,0,1,16,1616,1393,14951,154,1210,0,0,708,0,1915-08-18,1932-07-27,1984,1
carltst01,24,761,125,352,49,6,14,420,24,757,2170,4768,335,250,421,4220,15950,1900,1884,24,757,738,112,42,36,0,0,15951,0,1965-04-12,1988-04-23,,1
crigelo01,16,1020,338,715,86,50,11,3,0,0,0,0,0,0,0,0,0,0,0,16,1004,1355,4510,182,112,120,3,213,9,1896-09-21,1912-06-03,1934,0
barnero01,9,499,698,859,144,44,6,65,1,1,8,7,0,0,0,0,4,3,0,9,505,1662,1303,455,201,0,0,0,0,1871-05-05,1881-09-21,1915,0
sparktu01,12,313,45,91,16,4,0,1,12,313,1059,2231,121,136,33,778,7007,725,629,12,313,544,107,46,20,0,0,0,0,1897-09-15,1910-06-08,1937,0
chapmbe01,15,1721,1145,1963,409,107,90,560,3,25,77,147,8,6,7,65,423,69,71,15,1677,513,3748,174,84,0,0,108,0,1930-04-15,1946-05-12,1993,0
theveto01,15,1237,385,1040,125,32,3,223,0,0,0,0,0,0,0,0,0,0,0,15,1216,3647,2319,298,635,0,0,192,0,1924-09-04,1938-10-02,1957,0
leonadu02,20,640,53,177,18,4,0,183,20,640,1432,3304,191,181,158,1170,9655,1162,737,20,640,719,174,32,41,0,0,0,0,1933-08-31,1953-09-25,1983,0
kluszte01,15,1724,853,1775,291,29,282,365,0,0,0,0,0,0,0,0,0,0,0,15,1487,802,12710,97,1271,0,0,17405,0,1947-04-18,1961-10-01,1988,0
ryanmi02,11,637,146,370,60,12,28,371,0,0,0,0,0,0,0,0,0,0,0,11,633,325,3477,34,45,40,181,15016,235,1964-10-03,1974-09-10,,0
belanma01,18,2059,693,1339,175,35,21,853,0,0,0,0,0,0,0,0,0,0,0,18,2014,5955,3102,217,1078,0,0,47424,0,1965-08-07,1982-10-02,1998,0
spencji01,15,1561,544,1230,180,27,146,586,0,0,0,0,0,0,0,0,0,0,0,15,1251,804,9953,55,962,0,0,30446,0,1968-09-07,1982-06-20,2002,0
fieldce01,13,1489,750,1331,203,7,322,1329,0,0,0,0,0,0,0,0,0,0,0,13,918,699,7403,70,745,0,0,22545,0,1985-07-20,1998-09-13,,0
aloumo01,17,1976,1123,2171,428,39,337,914,0,0,0,0,0,0,0,0,0,0,0,17,1897,95,3164,65,21,0,0,47878,0,1990-07-26,2008-06-10,,0
gonzalu01,19,2615,1424,2613,599,68,358,1238,0,0,0,0,0,0,0,0,0,0,0,19,2474,123,4560,65,19,0,0,62899,0,1990-09-04,2008-09-28,,0
sullibi03,16,1153,363,777,119,33,21,9,0,0,0,0,0,0,0,0,0,0,0,16,1139,1332,4845,153,118,140,6,162,9,1899-09-13,1916-04-15,1965,0
grohhe01,16,1697,931,1793,310,89,26,351,0,0,0,0,0,0,0,0,0,0,0,16,1663,3618,2190,226,411,0,0,513,0,1912-04-12,1927-10-02,1968,0
dinnebi01,12,421,100,221,18,5,1,2,12,395,1419,2986,173,178,78,1155,9329,1037,837,12,405,809,162,60,19,0,1,105,6,1898-04-22,1909-08-26,1955,0
chapmra01,9,1051,671,1053,162,81,17,414,0,0,0,0,0,0,0,0,0,0,0,9,1044,3182,2358,358,367,0,0,0,0,1912-08-30,1920-08-16,1920,0
jenseja01,11,1439,810,1463,259,45,199,546,0,0,0,0,0,0,0,0,0,0,0,11,1391,124,2739,68,20,0,0,27329,0,1950-04-18,1961-10-01,1982,0
krausle02,12,334,23,47,9,1,6,163,12,321,635,1205,68,91,137,721,3851,571,493,12,321,153,84,9,9,0,0,3851,0,1961-06-16,1974-09-23,,0
maybejo01,15,1629,738,1385,212,19,257,812,0,0,0,0,0,0,0,0,0,0,0,14,1487,829,13246,90,1311,0,0,37871,0,1968-09-10,1982-09-28,,0
vuckope01,11,292,15,33,7,0,0,49,11,292,682,1487,94,71,110,898,4467,606,560,11,292,228,87,21,15,0,0,4467,0,1975-08-03,1986-10-02,,0
evansda01,21,2700,1346,2232,330,36,414,1416,0,0,0,0,0,0,0,0,0,0,0,21,2420,3941,8047,332,848,0,0,59588,0,1969-04-20,1989-10-01,,0
speiech01,19,2277,778,1773,305,50,113,993,0,0,0,0,0,0,0,0,0,0,0,19,2239,6306,3351,291,1131,0,0,52996,0,1971-04-07,1989-10-01,,0
frymatr01,13,1718,904,1789,347,40,224,1387,0,0,0,0,0,0,0,0,0,0,0,13,1719,3615,1401,180,463,0,0,44426,0,1990-07-07,2002-09-29,,0
smithhi99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
mcveyca01,9,530,555,869,132,44,11,51,4,34,141,235,10,12,3,49,529,73,16,9,607,351,2690,320,98,51,0,0,0,1871-05-05,1879-09-30,1926,0
meltobi01,10,1144,496,1004,162,9,160,669,0,0,0,0,0,0,0,0,0,0,0,10,1028,2079,1178,149,217,0,0,26039,0,1968-05-04,1977-08-30,,0
martide01,23,707,25,74,12,0,0,169,23,704,1851,3939,247,195,377,2167,12129,1659,1177,23,704,772,322,43,63,0,0,12129,0,1976-09-14,1998-09-27,,0
mulhote01,20,702,26,69,13,1,2,282,20,700,1420,2871,125,144,297,1340,7821,1285,691,20,700,389,116,52,19,0,0,7821,0,1986-06-08,2006-06-03,,0
suttodo01,23,800,64,197,15,1,0,375,23,789,2150,4784,330,260,484,3635,16148,1955,1359,23,789,625,339,31,44,0,0,16148,0,1966-04-14,1988-08-09,,1
oeschjo01,12,366,34,99,13,0,0,138,12,365,947,1936,82,116,61,535,5454,770,651,12,365,447,64,22,19,0,0,0,0,1914-04-21,1925-09-06,1986,0
groveor01,10,207,23,48,4,2,1,128,10,207,595,1237,63,73,62,374,3530,494,444,10,207,275,72,18,14,0,0,0,0,1940-05-28,1949-04-27,1992,0
marisro01,12,1504,852,1358,200,42,281,754,0,0,0,0,0,0,0,0,0,0,0,12,1426,78,2729,51,15,0,0,36237,0,1957-04-16,1968-09-29,1985,0
motama01,20,1546,497,1152,127,52,31,321,0,0,0,0,0,0,0,0,0,0,0,17,1044,83,1482,35,16,2,0,22457,0,1962-04-16,1982-09-01,,0
davisch01,19,2470,1254,2401,428,30,353,1728,1,1,0,0,0,0,0,0,6,0,0,14,1193,78,2578,81,16,0,0,30803,0,1981-04-10,1999-10-03,,0
younger01,15,1737,1001,1740,328,46,81,464,0,0,0,0,0,0,0,0,0,0,0,15,1563,3630,3033,163,791,0,0,38186,0,1992-07-30,2006-09-19,,0
varitja01,15,1609,701,1361,318,16,204,1272,0,0,0,0,0,0,0,0,0,0,0,15,1550,556,10625,70,75,117,301,38082,992,1997-09-24,2011-09-25,,0
leede02,15,1969,1092,1986,438,30,332,1651,0,0,0,0,0,0,0,0,0,0,0,15,1928,1383,15112,100,1467,0,0,49223,0,1997-04-28,2011-09-28,,0
rodriiv01,21,2583,1371,2883,581,51,315,1506,0,0,0,0,0,0,0,0,0,0,0,21,2476,1251,15218,144,168,128,661,62289,786,1991-06-20,2011-09-28,,1
seymocy01,16,1528,737,1723,229,96,52,32,6,140,631,951,61,56,25,584,3087,430,655,16,1481,533,2951,252,69,0,0,0,0,1896-04-22,1913-07-17,1919,0
reardje01,16,898,0,5,1,0,0,39,16,898,437,1021,75,80,114,891,3462,408,366,16,898,76,44,11,4,0,0,3462,0,1979-08-25,1994-05-04,,0
tettlmi01,14,1489,712,1133,210,16,245,1314,0,0,0,0,0,0,0,0,0,0,0,13,1139,408,4951,55,109,64,238,26514,581,1984-06-30,1997-07-02,,0
bellja01,18,2093,1137,1991,400,67,198,1463,0,0,0,0,0,0,0,0,0,0,0,18,2033,5675,3243,224,1129,0,0,51367,0,1986-09-29,2003-09-28,,0
mondera01,13,1535,910,1596,321,49,271,1137,0,0,0,0,0,0,0,0,0,0,0,13,1512,112,2954,76,23,0,0,39346,0,1993-07-19,2005-05-27,,0
garcino01,14,1466,943,1783,377,53,236,572,0,0,0,0,0,0,0,0,0,0,0,14,1390,3277,3473,177,770,0,0,35661,0,1996-08-31,2009-10-04,,0
flickel01,13,1483,950,1752,268,164,48,0,0,0,0,0,0,0,0,0,0,0,0,13,1471,247,2406,148,54,0,0,0,0,1898-04-26,1910-07-04,1971,1
killeha01,22,2448,1289,2096,291,24,576,1709,0,0,0,0,0,0,0,0,0,0,0,22,2254,1977,8874,217,768,0,0,54494,0,1954-06-23,1975-09-26,2011,1
fitzsfr01,19,517,112,234,35,7,14,178,19,517,1516,3361,217,149,188,879,9748,1268,851,19,517,947,238,28,79,0,1,77,3,1925-08-12,1943-07-16,1979,0
leachfr01,10,991,543,1147,196,53,72,189,0,0,0,0,0,0,0,0,0,0,0,10,900,94,2189,52,51,0,0,0,0,1923-05-24,1932-09-20,1981,0
grantge01,13,1452,912,1514,293,93,105,530,0,0,0,0,0,0,0,0,0,0,0,13,1390,2990,6658,315,890,0,0,182,0,1922-09-20,1934-07-26,1954,0
larkiba01,19,2197,1340,2364,446,78,198,821,0,0,0,0,0,0,0,0,0,0,0,19,2105,5916,3189,237,1100,0,0,53181,0,1986-08-13,2004-10-03,,1
daubeja01,15,2026,1122,2336,250,167,56,494,0,0,0,0,0,0,0,0,0,0,0,15,2014,1135,19756,183,1204,0,0,331,0,1910-04-14,1924-09-20,1924,0
millebi02,16,1838,950,1951,393,96,116,350,0,0,0,0,0,0,0,0,0,0,0,16,1645,140,3558,108,45,0,0,474,0,1921-04-16,1936-09-05,1966,0
leebi03,14,423,12,42,3,1,2,66,14,420,890,2137,119,90,177,721,5879,788,534,14,420,416,83,28,24,0,0,5879,0,1969-06-25,1982-05-07,,0
hootobu01,15,492,43,93,19,0,4,251,15,491,1136,2552,157,139,197,1524,8135,1017,826,15,491,375,169,16,21,0,0,8135,0,1971-06-17,1985-09-06,,0
tartada01,14,1406,756,1366,289,22,262,1362,0,0,0,0,0,0,0,0,0,0,0,14,977,214,1660,63,51,0,0,24712,0,1984-09-07,1997-04-07,,0
beckro01,13,710,0,4,0,0,0,10,13,710,313,713,38,46,100,649,2321,287,193,13,710,96,40,4,7,0,0,2321,0,1991-05-06,2004-08-14,2007,0
radkebr01,12,384,0,3,0,0,0,9,12,384,1252,2680,150,142,332,1484,7458,1164,453,12,384,320,215,8,25,0,0,7458,0,1995-04-29,2006-09-28,,0
grudzma01,15,1823,954,2056,392,37,90,967,0,0,0,0,0,0,0,0,0,0,0,15,1813,5035,2997,187,1112,0,0,45870,0,1995-04-28,2010-06-06,,0
morame01,13,1565,798,1509,283,19,172,955,0,0,0,0,0,0,0,0,0,0,0,13,1535,2449,1796,148,273,0,0,36459,0,1999-05-30,2011-06-29,,0
boudrlo01,15,1652,862,1785,389,66,68,310,0,0,0,0,0,0,0,0,0,0,0,15,1624,4891,3276,230,1210,0,0,159,0,1938-09-09,1952-08-24,2001,1
raineti01,23,2536,1589,2639,437,113,171,981,0,0,0,0,0,0,0,0,0,0,0,22,2205,274,4333,62,35,0,0,56501,0,1979-09-11,2002-09-29,,1
coombja01,14,466,124,269,35,10,4,47,14,360,943,2076,163,110,39,1086,7120,733,862,14,423,523,260,27,25,0,11,160,4,1906-07-05,1920-07-18,1957,0
crandde01,16,1586,590,1286,179,18,181,488,0,0,0,0,0,0,0,0,0,0,0,16,1515,775,7513,90,129,60,244,31404,290,1949-06-17,1966-09-25,,0
munsoth01,11,1453,715,1604,238,32,116,590,0,0,0,0,0,0,0,0,0,0,0,11,1341,773,6500,132,86,96,427,34895,533,1969-08-08,1979-08-01,1979,0
oliveal01,18,2396,1197,2764,534,78,222,770,0,0,0,0,0,0,0,0,0,0,0,18,2131,500,9109,132,514,0,0,54316,0,1968-09-23,1985-10-05,,0
parrila01,15,1905,855,1797,363,33,256,1365,0,0,0,0,0,0,0,0,0,0,0,15,1478,1997,1718,196,190,0,0,37682,0,1974-09-06,1988-10-02,,0
flanami01,18,536,0,0,0,0,0,3,18,533,1322,2848,170,145,258,1511,8416,1216,895,18,533,437,91,11,28,0,0,8416,0,1975-09-05,1992-09-27,2011,0
lyonste01,21,705,162,364,49,9,5,201,21,594,2056,4489,260,230,223,1073,12483,1696,1121,21,595,943,219,51,57,0,0,0,0,1923-07-02,1946-05-19,1986,1
charlos99,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,0,NULL,0,0,0,0,0,0,1
fiskca01,24,2513,1285,2370,423,47,378,1398,0,0,0,0,0,0,0,0,0,0,0,24,2312,1081,11691,167,168,129,664,57462,1302,1969-09-18,1993-06-22,,1
bennech01,15,1075,557,991,205,68,56,579,0,0,0,0,0,0,0,0,0,0,0,15,1084,1185,5326,439,134,352,0,0,0,1878-05-01,1893-09-30,1927,0
carribi02,10,713,194,508,67,14,6,61,0,0,0,0,0,0,0,0,0,0,0,10,670,868,3114,116,74,74,5,111,3,1906-07-07,1916-09-30,1969,0
davissp01,16,1460,388,1314,244,22,77,326,0,0,0,0,0,0,0,0,0,0,0,16,1289,688,4423,84,101,54,0,0,0,1928-04-30,1945-09-05,1984,0
maglisa01,10,308,29,76,5,1,2,185,10,307,695,1620,120,64,173,882,5256,614,572,10,307,283,96,10,26,0,0,2407,0,1945-08-09,1958-08-31,1992,0
ziskri01,13,1459,682,1485,246,26,207,915,0,0,0,0,0,0,0,0,0,0,0,10,910,68,1691,33,20,0,0,23188,0,1971-09-08,1983-09-21,,0
rogerst01,13,410,47,124,8,2,0,270,13,403,1125,2643,161,153,153,1632,8596,1004,880,13,403,464,239,31,37,0,0,8596,0,1973-07-18,1985-05-19,,0
palmera01,20,2853,1676,3040,590,38,573,1371,0,0,0,0,0,0,0,0,0,0,0,20,2370,1603,18295,120,1798,0,0,61167,0,1986-09-08,2005-08-30,,0
bondsba01,22,3034,2260,2972,609,79,771,1565,0,0,0,0,0,0,0,0,0,0,0,22,2922,173,5737,100,25,0,0,74176,0,1986-05-30,2007-09-26,,0
henderi01,25,3141,2342,3118,522,70,302,1726,0,0,0,0,0,0,0,0,0,0,0,25,2885,136,6581,148,24,0,0,72479,0,1979-06-24,2003-09-19,,1
streega01,8,504,98,312,44,11,2,0,0,0,0,0,0,0,0,0,0,0,0,8,493,744,2391,83,55,65,0,0,0,1904-09-13,1931-09-20,1951,0
crossla01,21,2280,1333,2647,411,135,47,91,0,0,0,0,0,0,0,0,0,0,0,21,2301,4550,4264,588,316,157,0,129,0,1887-04-23,1907-06-06,1927,0
cadorle01,10,195,28,92,10,4,5,103,10,194,527,1277,68,73,44,446,3778,440,290,10,194,293,58,15,12,0,0,6,0,1915-04-28,1924-08-10,1958,0
bishoma01,12,1356,977,1228,236,35,41,463,0,0,0,0,0,0,0,0,0,0,0,12,1276,3903,2952,164,657,0,0,465,0,1924-04-15,1935-09-21,1962,0
tudorjo01,12,300,23,59,7,2,0,133,12,292,727,1741,122,76,163,1032,5581,647,494,12,292,335,86,11,27,0,0,5581,0,1979-08-16,1990-09-13,,0
gibsoki01,17,1656,998,1575,262,54,262,1304,0,0,0,0,0,0,0,0,0,0,0,17,1259,43,2563,65,12,0,0,31744,0,1979-09-08,1995-08-10,,0
kentje01,17,2347,1345,2508,571,47,386,1559,0,0,0,0,0,0,0,0,0,0,0,17,2359,6037,4907,238,1382,0,0,58299,0,1992-04-12,2008-09-27,,0
cobbty01,24,3052,2253,4206,728,296,117,364,2,3,2,6,0,0,0,0,15,2,2,24,2971,410,6528,280,113,0,0,453,0,1905-08-30,1928-09-11,1961,1
niekrph01,24,868,80,260,42,1,7,315,24,866,2348,5059,318,275,482,3351,16255,2018,1817,24,866,882,387,37,83,0,0,16254,1,1964-04-15,1987-09-27,,1
brownwi02,1,21,4,12,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,18,0,41,0,0,0,0,0,0,1947-07-19,1947-08-17,1996,1
boleyjo01,6,552,205,484,88,22,7,89,0,0,0,0,0,0,0,0,0,0,0,6,540,1356,932,103,246,0,0,291,0,1927-04-12,1932-06-29,1962,0
werbebi01,11,1306,881,1377,275,50,78,365,0,0,0,0,0,0,0,0,0,0,0,11,1301,2717,1560,271,270,0,0,289,0,1930-06-25,1942-09-05,2009,0
ricede01,17,1314,344,912,178,20,79,524,0,0,0,0,0,0,0,0,0,0,0,17,1254,540,5377,75,74,66,37,6956,66,1945-05-02,1961-08-31,1983,0
milnejo01,12,1236,461,870,141,16,131,478,0,0,0,0,0,0,0,0,0,0,0,12,1005,320,4918,57,387,0,0,23428,0,1971-09-15,1982-10-03,2000,0
boonebo01,19,2300,691,1871,305,26,107,616,0,0,0,0,0,0,0,0,0,0,0,19,2276,1204,11511,184,156,101,731,56564,1108,1972-09-10,1990-09-27,,0
lemonch01,16,2001,979,1885,396,61,217,1031,0,0,0,0,0,0,0,0,0,0,0,16,1945,123,5034,82,25,0,0,49193,0,1975-09-09,1990-10-03,,0
reuscri01,19,587,82,187,35,4,4,319,19,565,1518,3631,215,195,222,2029,10742,1351,947,19,565,674,329,30,39,0,0,10742,0,1972-06-19,1991-04-22,,0
